,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Date
393,brawley,33.4,-115.6,85.42,29,1,11.41,2020-08-08
394,coachella,33.4,-115.8,84.47,29,1,11.41,2020-08-08
395,coachella,33.4,-116.0,84.15,29,1,11.41,2020-08-08
396,coachella,33.4,-116.2,84.45,23,1,10.29,2020-08-08
397,la quinta,33.4,-116.4,84.33,23,1,10.29,2020-08-08
398,rancho mirage,33.4,-116.6,70.86,23,1,10.29,2020-08-08
399,temecula,33.4,-116.8,61.29,63,1,1.7,2020-08-08
400,temecula,33.4,-117.0,60.22,93,75,1.45,2020-08-08
401,fallbrook,33.4,-117.2,61.0,93,75,1.05,2020-08-08
402,fallbrook,33.4,-117.4,62.78,77,1,3.36,2020-08-08
403,san clemente,33.4,-117.6,63.39,77,1,3.36,2020-08-08
404,dana point,33.4,-117.8,64.87,72,1,6.13,2020-08-08
405,newport beach,33.4,-118.0,64.96,72,1,8.05,2020-08-08
406,huntington beach,33.4,-118.2,64.35,63,1,3.36,2020-08-08
407,rancho palos verdes,33.4,-118.4,64.15,63,1,3.36,2020-08-08
408,rancho palos verdes,33.4,-118.6,63.86,63,1,3.36,2020-08-08
409,rancho palos verdes,33.4,-118.8,63.32,63,1,3.36,2020-08-08
410,malibu,33.4,-119.0,60.82,87,40,19.46,2020-08-08
411,malibu,33.4,-119.2,57.2,87,40,19.46,2020-08-08
412,port hueneme,33.4,-119.4,57.2,87,40,19.46,2020-08-08
413,port hueneme,33.4,-119.6,57.2,87,40,19.46,2020-08-08
414,port hueneme,33.4,-119.8,57.2,87,40,19.46,2020-08-08
415,isla vista,33.4,-120.0,57.2,87,40,19.46,2020-08-08
416,isla vista,33.4,-120.2,60.22,92,0,17.65,2020-08-08
417,isla vista,33.4,-120.4,60.03,93,0,16.2,2020-08-08
418,lompoc,33.4,-120.6,59.99,93,0,15.05,2020-08-08
419,lompoc,33.4,-120.8,60.1,93,0,14.29,2020-08-08
420,lompoc,33.4,-121.0,60.39,92,0,13.98,2020-08-08
421,lompoc,33.4,-121.2,60.76,92,0,14.43,2020-08-08
422,lompoc,33.4,-121.4,61.14,91,0,15.08,2020-08-08
423,lompoc,33.4,-121.6,61.5,90,0,15.77,2020-08-08
424,lompoc,33.4,-121.8,61.84,90,0,16.42,2020-08-08
425,lompoc,33.4,-122.0,62.22,89,0,16.98,2020-08-08
426,lompoc,33.4,-122.2,62.37,88,0,17.36,2020-08-08
427,lompoc,33.4,-122.4,62.55,88,0,17.76,2020-08-08
428,lompoc,33.4,-122.6,62.76,87,0,18.12,2020-08-08
429,lompoc,33.4,-122.8,62.98,87,5,18.45,2020-08-08
430,lompoc,33.4,-123.0,63.12,86,22,18.9,2020-08-08
431,lompoc,33.4,-123.2,63.36,85,28,19.44,2020-08-08
432,lompoc,33.4,-123.4,63.55,85,24,20.07,2020-08-08
433,lompoc,33.4,-123.6,63.81,84,13,20.65,2020-08-08
434,morro bay,33.4,-123.8,64.06,83,2,21.09,2020-08-08
435,morro bay,33.4,-124.0,64.2,83,0,21.32,2020-08-08
436,morro bay,33.4,-124.2,64.29,83,0,21.41,2020-08-08
437,morro bay,33.4,-124.4,64.42,82,0,21.52,2020-08-08
438,pacific grove,33.4,-124.6,64.53,82,0,21.61,2020-08-08
439,pacific grove,33.4,-124.8,64.58,82,0,21.65,2020-08-08
440,blythe,33.6,-114.0,82.17,8,0,1.77,2020-08-08
441,blythe,33.6,-114.2,82.98,8,0,3.44,2020-08-08
442,blythe,33.6,-114.4,83.84,8,0,4.09,2020-08-08
443,blythe,33.6,-114.6,83.35,8,0,3.47,2020-08-08
444,blythe,33.6,-114.8,83.86,8,0,2.86,2020-08-08
445,blythe,33.6,-115.0,82.08,14,0,4.5,2020-08-08
446,blythe,33.6,-115.2,66.99,22,0,3.78,2020-08-08
447,brawley,33.6,-115.4,66.99,22,0,2.44,2020-08-08
448,coachella,33.6,-115.6,81.05,29,1,11.41,2020-08-08
449,coachella,33.6,-115.8,84.63,29,1,11.41,2020-08-08
450,coachella,33.6,-116.0,82.62,29,1,11.41,2020-08-08
451,coachella,33.6,-116.2,83.08,29,1,11.41,2020-08-08
452,la quinta,33.6,-116.4,84.72,29,1,11.41,2020-08-08
453,cathedral city,33.6,-116.6,78.85,23,1,6.51,2020-08-08
454,east hemet,33.6,-116.8,62.35,63,1,1.25,2020-08-08
455,hemet,33.6,-117.0,63.23,63,1,1.19,2020-08-08
456,murrieta,33.6,-117.2,62.56,63,1,0.63,2020-08-08
457,lake elsinore,33.6,-117.4,63.03,63,1,0.6,2020-08-08
458,rancho santa margarita,33.6,-117.6,64.96,72,1,1.5,2020-08-08
459,aliso viejo,33.6,-117.8,64.89,72,1,4.12,2020-08-08
460,huntington beach,33.6,-118.0,65.43,72,1,6.11,2020-08-08
461,long beach,33.6,-118.2,64.51,72,1,5.82,2020-08-08
462,rancho palos verdes,33.6,-118.4,64.11,63,1,3.36,2020-08-08
463,rancho palos verdes,33.6,-118.6,63.73,63,1,3.36,2020-08-08
464,malibu,33.6,-118.8,63.48,63,1,3.36,2020-08-08
465,malibu,33.6,-119.0,62.56,63,1,3.36,2020-08-08
466,port hueneme,33.6,-119.2,60.08,87,40,19.46,2020-08-08
467,port hueneme,33.6,-119.4,59.04,87,40,19.46,2020-08-08
468,port hueneme,33.6,-119.6,57.2,87,40,19.46,2020-08-08
469,isla vista,33.6,-119.8,57.2,87,40,19.46,2020-08-08
470,isla vista,33.6,-120.0,57.2,87,40,19.46,2020-08-08
471,isla vista,33.6,-120.2,59.95,92,0,17.94,2020-08-08
472,isla vista,33.6,-120.4,59.7,93,0,16.26,2020-08-08
473,lompoc,33.6,-120.6,59.59,93,0,14.88,2020-08-08
474,lompoc,33.6,-120.8,59.68,93,0,13.94,2020-08-08
475,lompoc,33.6,-121.0,60.03,93,0,13.49,2020-08-08
476,lompoc,33.6,-121.2,60.46,92,0,13.89,2020-08-08
477,lompoc,33.6,-121.4,60.89,92,0,14.56,2020-08-08
478,lompoc,33.6,-121.6,61.29,91,0,15.35,2020-08-08
479,lompoc,33.6,-121.8,61.63,90,0,16.08,2020-08-08
480,lompoc,33.6,-122.0,62.01,89,0,16.69,2020-08-08
481,lompoc,33.6,-122.2,62.2,89,0,17.11,2020-08-08
482,lompoc,33.6,-122.4,62.4,88,0,17.6,2020-08-08
483,lompoc,33.6,-122.6,62.62,87,2,18.07,2020-08-08
484,lompoc,33.6,-122.8,62.85,87,15,18.57,2020-08-08
485,lompoc,33.6,-123.0,63.05,86,48,19.17,2020-08-08
486,lompoc,33.6,-123.2,63.28,86,50,19.55,2020-08-08
487,morro bay,33.6,-123.4,63.48,85,44,20.09,2020-08-08
488,morro bay,33.6,-123.6,63.7,84,29,20.71,2020-08-08
489,morro bay,33.6,-123.8,63.91,84,10,21.3,2020-08-08
490,morro bay,33.6,-124.0,64.06,83,0,21.81,2020-08-08
491,monterey,33.6,-124.2,64.26,83,0,22.08,2020-08-08
492,pacific grove,33.6,-124.4,64.38,82,0,22.3,2020-08-08
493,pacific grove,33.6,-124.6,64.45,82,0,22.48,2020-08-08
494,pacific grove,33.6,-124.8,64.51,82,0,22.57,2020-08-08
495,blythe,33.8,-114.0,81.91,8,0,1.45,2020-08-08
496,blythe,33.8,-114.2,82.31,8,0,2.59,2020-08-08
497,blythe,33.8,-114.4,83.62,8,0,3.22,2020-08-08
498,blythe,33.8,-114.6,82.99,8,0,2.26,2020-08-08
499,blythe,33.8,-114.8,82.92,21,0,1.01,2020-08-08
500,blythe,33.8,-115.0,81.0,21,0,1.48,2020-08-08
501,blythe,33.8,-115.2,66.99,22,0,1.9,2020-08-08
502,twentynine palms,33.8,-115.4,66.99,22,0,2.86,2020-08-08
503,twentynine palms,33.8,-115.6,80.76,29,1,11.41,2020-08-08
504,coachella,33.8,-115.8,83.84,29,1,11.41,2020-08-08
505,coachella,33.8,-116.0,81.32,29,1,11.41,2020-08-08
506,indio,33.8,-116.2,81.64,29,1,11.41,2020-08-08
507,rancho mirage,33.8,-116.4,82.06,23,1,7.27,2020-08-08
508,palm springs,33.8,-116.6,78.64,23,1,6.78,2020-08-08
509,banning,33.8,-116.8,70.63,63,1,3.78,2020-08-08
510,san jacinto,33.8,-117.0,64.85,63,1,0.56,2020-08-08
511,perris,33.8,-117.2,66.29,63,1,0.29,2020-08-08
512,lake elsinore,33.8,-117.4,65.89,63,1,0.09,2020-08-08
513,corona,33.8,-117.6,65.48,82,1,1.07,2020-08-08
514,tustin foothills,33.8,-117.8,65.8,72,1,3.0,2020-08-08
515,stanton,33.8,-118.0,66.15,64,1,4.56,2020-08-08
516,signal hill,33.8,-118.2,64.36,72,1,5.82,2020-08-08
517,palos verdes estates,33.8,-118.4,63.48,77,1,5.82,2020-08-08
518,manhattan beach,33.8,-118.6,63.45,82,1,5.82,2020-08-08
519,malibu,33.8,-118.8,63.3,82,1,5.82,2020-08-08
520,malibu,33.8,-119.0,60.19,87,1,3.36,2020-08-08
521,port hueneme,33.8,-119.2,59.18,87,1,3.36,2020-08-08
522,port hueneme,33.8,-119.4,59.25,87,1,3.36,2020-08-08
523,port hueneme,33.8,-119.6,59.25,87,1,3.36,2020-08-08
524,isla vista,33.8,-119.8,59.97,82,1,4.7,2020-08-08
525,isla vista,33.8,-120.0,60.13,92,0,19.44,2020-08-08
526,isla vista,33.8,-120.2,59.65,93,0,18.3,2020-08-08
527,isla vista,33.8,-120.4,59.29,94,0,16.46,2020-08-08
528,lompoc,33.8,-120.6,59.14,94,0,14.79,2020-08-08
529,lompoc,33.8,-120.8,59.27,94,0,13.65,2020-08-08
530,lompoc,33.8,-121.0,59.7,93,0,13.06,2020-08-08
531,lompoc,33.8,-121.2,60.19,93,0,13.29,2020-08-08
532,lompoc,33.8,-121.4,60.64,92,0,13.85,2020-08-08
533,lompoc,33.8,-121.6,61.07,91,0,14.7,2020-08-08
534,lompoc,33.8,-121.8,61.47,91,0,15.61,2020-08-08
535,lompoc,33.8,-122.0,61.75,90,1,16.35,2020-08-08
536,lompoc,33.8,-122.2,62.01,89,1,16.89,2020-08-08
537,lompoc,33.8,-122.4,62.29,88,0,17.45,2020-08-08
538,lompoc,33.8,-122.6,62.53,87,6,18.03,2020-08-08
539,lompoc,33.8,-122.8,62.73,87,26,18.63,2020-08-08
540,morro bay,33.8,-123.0,63.01,86,67,19.44,2020-08-08
541,morro bay,33.8,-123.2,63.19,86,62,19.6,2020-08-08
542,morro bay,33.8,-123.4,63.43,85,52,20.02,2020-08-08
543,morro bay,33.8,-123.6,63.63,85,36,20.67,2020-08-08
544,morro bay,33.8,-123.8,63.77,84,17,21.52,2020-08-08
545,monterey,33.8,-124.0,63.95,84,0,22.41,2020-08-08
546,pacific grove,33.8,-124.2,64.2,83,0,22.95,2020-08-08
547,pacific grove,33.8,-124.4,64.29,83,0,23.31,2020-08-08
548,pacific grove,33.8,-124.6,64.36,82,0,23.51,2020-08-08
549,pacific grove,33.8,-124.8,64.45,82,0,23.6,2020-08-08
550,lake havasu city,34.0,-114.0,81.82,8,0,0.96,2020-08-08
551,lake havasu city,34.0,-114.2,83.25,5,1,3.36,2020-08-08
552,blythe,34.0,-114.4,84.6,5,1,3.36,2020-08-08
553,blythe,34.0,-114.6,84.15,5,1,3.36,2020-08-08
554,blythe,34.0,-114.8,82.45,21,0,2.39,2020-08-08
555,blythe,34.0,-115.0,81.0,21,0,3.22,2020-08-08
556,blythe,34.0,-115.2,66.99,22,0,2.57,2020-08-08
557,twentynine palms,34.0,-115.4,66.99,22,0,2.53,2020-08-08
558,twentynine palms,34.0,-115.6,78.12,16,1,5.82,2020-08-08
559,twentynine palms,34.0,-115.8,82.65,16,1,5.82,2020-08-08
560,twentynine palms,34.0,-116.0,81.16,16,1,5.82,2020-08-08
561,twentynine palms,34.0,-116.2,78.96,16,1,5.82,2020-08-08
562,desert hot springs,34.0,-116.4,80.11,23,1,4.0,2020-08-08
563,desert hot springs,34.0,-116.6,69.19,23,1,6.08,2020-08-08
564,banning,34.0,-116.8,59.22,48,1,5.86,2020-08-08
565,yucaipa,34.0,-117.0,64.49,56,1,3.36,2020-08-08
566,redlands,34.0,-117.2,64.96,56,1,3.36,2020-08-08
567,rubidoux,34.0,-117.4,67.28,64,1,6.93,2020-08-08
568,ontario,34.0,-117.6,66.58,68,1,4.7,2020-08-08
569,diamond bar,34.0,-117.8,66.42,68,1,4.7,2020-08-08
570,hacienda heights,34.0,-118.0,65.03,64,1,4.9,2020-08-08
571,maywood,34.0,-118.2,64.33,77,1,4.76,2020-08-08
572,culver city,34.0,-118.4,63.7,88,1,3.36,2020-08-08
573,santa monica,34.0,-118.6,64.04,88,1,3.36,2020-08-08
574,malibu,34.0,-118.8,62.04,95,0,4.07,2020-08-08
575,malibu,34.0,-119.0,59.07,87,1,3.36,2020-08-08
576,port hueneme,34.0,-119.2,59.16,87,1,3.36,2020-08-08
577,port hueneme,34.0,-119.4,59.27,82,1,9.04,2020-08-08
578,carpinteria,34.0,-119.6,59.34,87,1,4.7,2020-08-08
579,isla vista,34.0,-119.8,61.29,82,1,4.7,2020-08-08
580,isla vista,34.0,-120.0,61.54,82,1,4.7,2020-08-08
581,isla vista,34.0,-120.2,60.39,82,1,4.7,2020-08-08
582,lompoc,34.0,-120.4,60.98,88,0,16.82,2020-08-08
583,lompoc,34.0,-120.6,58.62,95,0,14.7,2020-08-08
584,lompoc,34.0,-120.8,58.84,95,0,13.29,2020-08-08
585,lompoc,34.0,-121.0,59.27,94,0,12.68,2020-08-08
586,lompoc,34.0,-121.2,59.99,93,0,12.59,2020-08-08
587,lompoc,34.0,-121.4,60.49,92,0,12.93,2020-08-08
588,lompoc,34.0,-121.6,60.93,91,0,13.78,2020-08-08
589,lompoc,34.0,-121.8,61.32,91,1,14.94,2020-08-08
590,lompoc,34.0,-122.0,61.61,90,6,15.88,2020-08-08
591,lompoc,34.0,-122.2,61.75,89,5,16.6,2020-08-08
592,lompoc,34.0,-122.4,62.01,88,2,17.29,2020-08-08
593,morro bay,34.0,-122.6,62.29,87,9,17.9,2020-08-08
594,morro bay,34.0,-122.8,62.58,87,33,18.57,2020-08-08
595,morro bay,34.0,-123.0,62.87,86,75,19.57,2020-08-08
596,morro bay,34.0,-123.2,63.16,85,66,19.95,2020-08-08
597,morro bay,34.0,-123.4,63.34,85,46,20.4,2020-08-08
598,morro bay,34.0,-123.6,63.48,85,22,21.07,2020-08-08
599,monterey,34.0,-123.8,63.66,84,4,21.99,2020-08-08
600,pacific grove,34.0,-124.0,63.95,84,0,23.0,2020-08-08
601,pacific grove,34.0,-124.2,64.09,83,1,23.87,2020-08-08
602,pacific grove,34.0,-124.4,64.24,83,0,24.27,2020-08-08
603,pacific grove,34.0,-124.6,64.31,83,0,24.38,2020-08-08
604,pacific grove,34.0,-124.8,64.35,82,0,24.36,2020-08-08
605,lake havasu city,34.2,-114.0,83.59,5,1,3.36,2020-08-08
606,lake havasu city,34.2,-114.2,84.96,5,1,3.36,2020-08-08
607,lake havasu city,34.2,-114.4,86.27,5,1,3.36,2020-08-08
608,lake havasu city,34.2,-114.6,87.17,5,1,3.36,2020-08-08
609,lake havasu city,34.2,-114.8,87.15,5,1,3.36,2020-08-08
610,blythe,34.2,-115.0,81.0,21,0,3.27,2020-08-08
611,blythe,34.2,-115.2,78.75,15,0,1.43,2020-08-08
612,twentynine palms,34.2,-115.4,66.99,22,0,2.06,2020-08-08
613,twentynine palms,34.2,-115.6,73.17,16,1,5.82,2020-08-08
614,twentynine palms,34.2,-115.8,75.94,16,1,5.82,2020-08-08
615,twentynine palms,34.2,-116.0,82.08,16,1,5.82,2020-08-08
616,twentynine palms,34.2,-116.2,79.14,16,1,5.82,2020-08-08
617,yucca valley,34.2,-116.4,71.6,16,1,5.82,2020-08-08
618,yucca valley,34.2,-116.6,64.69,48,1,1.74,2020-08-08
619,banning,34.2,-116.8,63.91,56,1,3.36,2020-08-08
620,yucaipa,34.2,-117.0,64.47,56,1,3.36,2020-08-08
621,highland,34.2,-117.2,64.96,56,1,3.36,2020-08-08
622,rialto,34.2,-117.4,64.96,56,1,3.36,2020-08-08
623,rancho cucamonga,34.2,-117.6,65.14,64,0,1.92,2020-08-08
624,glendora,34.2,-117.8,63.34,64,0,0.2,2020-08-08
625,monrovia,34.2,-118.0,64.2,64,0,2.26,2020-08-08
626,la canada flintridge,34.2,-118.2,64.98,60,1,4.7,2020-08-08
627,san fernando,34.2,-118.4,67.26,60,1,4.7,2020-08-08
628,calabasas,34.2,-118.6,66.27,54,0,1.1,2020-08-08
629,thousand oaks,34.2,-118.8,60.39,80,0,1.48,2020-08-08
630,camarillo,34.2,-119.0,58.8,82,1,1.61,2020-08-08
631,oxnard,34.2,-119.2,59.23,87,1,4.7,2020-08-08
632,port hueneme,34.2,-119.4,59.81,87,1,4.7,2020-08-08
633,carpinteria,34.2,-119.6,61.34,81,0,9.15,2020-08-08
634,isla vista,34.2,-119.8,61.41,82,1,4.7,2020-08-08
635,isla vista,34.2,-120.0,61.56,82,1,4.7,2020-08-08
636,isla vista,34.2,-120.2,59.76,82,1,4.7,2020-08-08
637,lompoc,34.2,-120.4,58.64,87,0,16.42,2020-08-08
638,lompoc,34.2,-120.6,56.73,87,0,14.65,2020-08-08
639,lompoc,34.2,-120.8,56.59,87,0,12.35,2020-08-08
640,lompoc,34.2,-121.0,58.98,94,1,11.81,2020-08-08
641,lompoc,34.2,-121.2,59.7,93,0,11.81,2020-08-08
642,lompoc,34.2,-121.4,60.3,93,0,12.08,2020-08-08
643,lompoc,34.2,-121.6,60.78,92,0,12.77,2020-08-08
644,lompoc,34.2,-121.8,61.18,91,2,13.85,2020-08-08
645,lompoc,34.2,-122.0,61.47,90,10,15.03,2020-08-08
646,morro bay,34.2,-122.2,61.61,90,9,15.99,2020-08-08
647,morro bay,34.2,-122.4,61.86,89,3,16.84,2020-08-08
648,morro bay,34.2,-122.6,62.15,88,1,17.54,2020-08-08
649,morro bay,34.2,-122.8,62.4,87,14,18.21,2020-08-08
650,morro bay,34.2,-123.0,62.58,87,51,19.01,2020-08-08
651,morro bay,34.2,-123.2,62.98,85,66,20.04,2020-08-08
652,morro bay,34.2,-123.4,63.19,85,61,20.76,2020-08-08
653,monterey,34.2,-123.6,63.34,85,34,21.25,2020-08-08
654,monterey,34.2,-123.8,63.52,85,2,21.74,2020-08-08
655,pacific grove,34.2,-124.0,63.81,84,0,22.57,2020-08-08
656,pacific grove,34.2,-124.2,63.95,84,9,23.4,2020-08-08
657,pacific grove,34.2,-124.4,64.09,83,9,24.02,2020-08-08
658,pacific grove,34.2,-124.6,64.22,83,4,24.38,2020-08-08
659,pacific grove,34.2,-124.8,64.31,82,0,24.52,2020-08-08
660,lake havasu city,34.4,-114.0,86.25,5,1,3.36,2020-08-08
661,lake havasu city,34.4,-114.2,87.46,5,1,3.36,2020-08-08
662,lake havasu city,34.4,-114.4,87.24,5,1,3.36,2020-08-08
663,lake havasu city,34.4,-114.6,87.06,4,1,5.82,2020-08-08
664,lake havasu city,34.4,-114.8,87.22,4,1,5.82,2020-08-08
665,lake havasu city,34.4,-115.0,87.84,4,1,5.82,2020-08-08
666,lake havasu city,34.4,-115.2,93.2,4,1,5.82,2020-08-08
667,twentynine palms,34.4,-115.4,78.06,16,0,1.3,2020-08-08
668,twentynine palms,34.4,-115.6,76.96,16,1,5.82,2020-08-08
669,twentynine palms,34.4,-115.8,76.41,16,1,5.82,2020-08-08
670,twentynine palms,34.4,-116.0,76.46,16,1,5.82,2020-08-08
671,twentynine palms,34.4,-116.2,70.84,16,1,5.82,2020-08-08
672,yucca valley,34.4,-116.4,67.69,16,1,5.82,2020-08-08
673,yucca valley,34.4,-116.6,65.46,16,1,5.82,2020-08-08
674,apple valley,34.4,-116.8,64.62,56,1,3.36,2020-08-08
675,apple valley,34.4,-117.0,65.57,56,1,3.36,2020-08-08
676,apple valley,34.4,-117.2,64.62,56,1,3.36,2020-08-08
677,hesperia,34.4,-117.4,65.01,56,1,3.36,2020-08-08
678,adelanto,34.4,-117.6,64.15,45,1,4.12,2020-08-08
679,glendora,34.4,-117.8,62.35,45,1,4.54,2020-08-08
680,palmdale,34.4,-118.0,63.0,70,0,4.18,2020-08-08
681,palmdale,34.4,-118.2,63.95,70,0,2.91,2020-08-08
682,san fernando,34.4,-118.4,65.64,60,1,4.7,2020-08-08
683,santa clarita,34.4,-118.6,62.1,78,0,0.22,2020-08-08
684,fillmore,34.4,-118.8,60.33,86,0,2.08,2020-08-08
685,santa paula,34.4,-119.0,58.75,76,0,1.3,2020-08-08
686,santa paula,34.4,-119.2,59.77,87,0,0.87,2020-08-08
687,carpinteria,34.4,-119.4,60.62,83,0,1.83,2020-08-08
688,carpinteria,34.4,-119.6,61.92,82,1,4.7,2020-08-08
689,goleta,34.4,-119.8,61.57,82,1,4.7,2020-08-08
690,isla vista,34.4,-120.0,59.97,82,1,4.7,2020-08-08
691,isla vista,34.4,-120.2,59.09,87,14,9.33,2020-08-08
692,lompoc,34.4,-120.4,58.41,93,90,3.36,2020-08-08
693,lompoc,34.4,-120.6,57.24,93,90,3.36,2020-08-08
694,lompoc,34.4,-120.8,56.26,93,90,3.36,2020-08-08
695,lompoc,34.4,-121.0,56.53,93,90,3.36,2020-08-08
696,lompoc,34.4,-121.2,57.2,93,90,3.36,2020-08-08
697,lompoc,34.4,-121.4,60.03,93,6,11.14,2020-08-08
698,lompoc,34.4,-121.6,60.53,92,6,11.83,2020-08-08
699,morro bay,34.4,-121.8,60.93,91,0,12.84,2020-08-08
700,morro bay,34.4,-122.0,61.21,91,4,14.0,2020-08-08
701,morro bay,34.4,-122.2,61.45,90,4,15.23,2020-08-08
702,morro bay,34.4,-122.4,61.65,89,1,16.2,2020-08-08
703,morro bay,34.4,-122.6,61.9,88,0,16.98,2020-08-08
704,morro bay,34.4,-122.8,62.17,88,3,17.72,2020-08-08
705,morro bay,34.4,-123.0,62.4,87,18,18.54,2020-08-08
706,morro bay,34.4,-123.2,62.65,86,42,19.57,2020-08-08
707,monterey,34.4,-123.4,62.91,86,57,20.47,2020-08-08
708,monterey,34.4,-123.6,63.12,85,52,21.09,2020-08-08
709,pacific grove,34.4,-123.8,63.37,85,30,21.56,2020-08-08
710,pacific grove,34.4,-124.0,63.66,84,9,22.17,2020-08-08
711,pacific grove,34.4,-124.2,63.81,84,6,22.88,2020-08-08
712,pacific grove,34.4,-124.4,64.02,83,4,23.58,2020-08-08
713,pacific grove,34.4,-124.6,64.2,83,2,24.2,2020-08-08
714,pacific grove,34.4,-124.8,64.31,82,0,24.65,2020-08-08
715,lake havasu city,34.6,-114.0,88.43,5,1,3.36,2020-08-08
716,lake havasu city,34.6,-114.2,87.17,5,1,3.36,2020-08-08
717,lake havasu city,34.6,-114.4,87.35,5,1,3.36,2020-08-08
718,lake havasu city,34.6,-114.6,87.17,4,1,5.82,2020-08-08
719,lake havasu city,34.6,-114.8,87.31,4,1,5.82,2020-08-08
720,lake havasu city,34.6,-115.0,88.12,4,1,5.82,2020-08-08
721,bullhead city,34.6,-115.2,88.99,4,1,5.82,2020-08-08
722,twentynine palms,34.6,-115.4,75.49,18,0,0.11,2020-08-08
723,twentynine palms,34.6,-115.6,78.8,16,1,5.82,2020-08-08
724,twentynine palms,34.6,-115.8,76.66,16,1,5.82,2020-08-08
725,twentynine palms,34.6,-116.0,76.41,16,1,5.82,2020-08-08
726,twentynine palms,34.6,-116.2,77.41,16,1,5.82,2020-08-08
727,yucca valley,34.6,-116.4,70.07,16,1,5.82,2020-08-08
728,yucca valley,34.6,-116.6,67.37,28,1,14.99,2020-08-08
729,barstow,34.6,-116.8,65.91,28,1,14.99,2020-08-08
730,apple valley,34.6,-117.0,64.67,56,1,3.36,2020-08-08
731,apple valley,34.6,-117.2,64.08,45,1,8.72,2020-08-08
732,adelanto,34.6,-117.4,65.37,45,1,7.18,2020-08-08
733,adelanto,34.6,-117.6,66.83,45,1,6.26,2020-08-08
734,palmdale,34.6,-117.8,65.1,45,1,7.58,2020-08-08
735,palmdale,34.6,-118.0,73.4,23,1,8.81,2020-08-08
736,quartz hill,34.6,-118.2,60.12,63,0,8.12,2020-08-08
737,quartz hill,34.6,-118.4,66.78,40,1,16.11,2020-08-08
738,santa clarita,34.6,-118.6,61.74,49,0,2.21,2020-08-08
739,fillmore,34.6,-118.8,60.4,76,0,2.46,2020-08-08
740,fillmore,34.6,-119.0,59.79,84,0,1.9,2020-08-08
741,santa paula,34.6,-119.2,60.04,77,0,2.28,2020-08-08
742,carpinteria,34.6,-119.4,61.0,83,0,1.97,2020-08-08
743,santa barbara,34.6,-119.6,61.92,82,1,4.7,2020-08-08
744,goleta,34.6,-119.8,61.59,82,1,4.7,2020-08-08
745,isla vista,34.6,-120.0,59.61,87,40,1.28,2020-08-08
746,lompoc,34.6,-120.2,58.57,87,40,4.65,2020-08-08
747,lompoc,34.6,-120.4,57.54,87,39,6.17,2020-08-08
748,lompoc,34.6,-120.6,56.32,87,34,7.0,2020-08-08
749,lompoc,34.6,-120.8,56.41,93,90,3.36,2020-08-08
750,lompoc,34.6,-121.0,56.73,93,90,3.36,2020-08-08
751,lompoc,34.6,-121.2,56.68,93,90,3.36,2020-08-08
752,pismo beach,34.6,-121.4,59.81,94,14,10.09,2020-08-08
753,morro bay,34.6,-121.6,60.28,93,12,10.83,2020-08-08
754,morro bay,34.6,-121.8,60.64,92,1,11.79,2020-08-08
755,morro bay,34.6,-122.0,60.93,91,0,13.06,2020-08-08
756,morro bay,34.6,-122.2,61.16,90,0,14.36,2020-08-08
757,morro bay,34.6,-122.4,61.36,89,0,15.39,2020-08-08
758,morro bay,34.6,-122.6,61.57,89,0,16.24,2020-08-08
759,morro bay,34.6,-122.8,61.83,88,0,17.07,2020-08-08
760,morro bay,34.6,-123.0,62.11,88,0,18.01,2020-08-08
761,monterey,34.6,-123.2,62.37,87,15,18.97,2020-08-08
762,monterey,34.6,-123.4,62.65,86,31,19.93,2020-08-08
763,pacific grove,34.6,-123.6,62.94,86,43,20.8,2020-08-08
764,pacific grove,34.6,-123.8,63.23,85,44,21.52,2020-08-08
765,pacific grove,34.6,-124.0,63.52,85,23,22.12,2020-08-08
766,pacific grove,34.6,-124.2,63.72,84,4,22.73,2020-08-08
767,pacific grove,34.6,-124.4,63.95,84,0,23.38,2020-08-08
768,pacific grove,34.6,-124.6,64.17,83,0,24.07,2020-08-08
769,pacific grove,34.6,-124.8,64.31,82,0,24.67,2020-08-08
770,kingman,34.8,-114.0,88.21,5,1,3.36,2020-08-08
771,lake havasu city,34.8,-114.2,88.07,4,1,5.82,2020-08-08
772,lake havasu city,34.8,-114.4,88.07,4,1,5.82,2020-08-08
773,bullhead city,34.8,-114.6,88.16,4,1,5.82,2020-08-08
774,bullhead city,34.8,-114.8,88.07,4,1,5.82,2020-08-08
775,bullhead city,34.8,-115.0,87.76,4,1,5.82,2020-08-08
776,bullhead city,34.8,-115.2,87.26,4,1,5.82,2020-08-08
777,bullhead city,34.8,-115.4,72.32,20,0,1.88,2020-08-08
778,twentynine palms,34.8,-115.6,67.8,24,0,3.47,2020-08-08
779,twentynine palms,34.8,-115.8,78.8,16,1,5.82,2020-08-08
780,twentynine palms,34.8,-116.0,77.0,16,1,5.82,2020-08-08
781,twentynine palms,34.8,-116.2,78.46,28,1,14.99,2020-08-08
782,barstow,34.8,-116.4,77.56,28,1,14.99,2020-08-08
783,barstow,34.8,-116.6,75.7,28,1,14.99,2020-08-08
784,barstow,34.8,-116.8,71.82,28,1,14.99,2020-08-08
785,barstow,34.8,-117.0,67.35,28,1,14.99,2020-08-08
786,barstow,34.8,-117.2,65.88,45,1,8.95,2020-08-08
